"","id","label","measure","CM"
"1",1,"A Holcombe",9,"degree"
"2",2,"K Grill-Spector",11,"degree"
"3",3,"K James",4,"degree"
"4",4,"J Hays",4,"degree"
"5",5,"F Soto",6,"degree"
"6",6,"I Wiegand",9,"degree"
"7",7,"D Mendoza-Halliday",3,"degree"
"8",8,"H Lau",11,"degree"
"9",9,"M Bar",4,"degree"
"10",10,"S Mitroff",4,"degree"
"11",11,"M Cain",5,"degree"
"12",12,"M Herzog",4,"degree"
"13",13,"Z Wang",5,"degree"
"14",14,"Y Murai",2,"degree"
"15",15,"D Whitney",10,"degree"
"16",16,"C Firestone",5,"degree"
"17",17,"N Troje",5,"degree"
"18",18,"I Sligte",2,"degree"
"19",19,"K Shapiro",2,"degree"
"20",20,"I Charest",9,"degree"
"21",21,"M Jackson",2,"degree"
"22",22,"P Huang",1,"degree"
"23",23,"Y Chen",15,"degree"
"24",24,"S Nakauchi",7,"degree"
"25",25,"S Chien",9,"degree"
"26",26,"M Cohen",3,"degree"
"27",27,"G Alvarez",8,"degree"
"28",28,"J Arizpe",1,"degree"
"29",29,"J DeGutis",3,"degree"
"30",30,"J Fahrenfort",2,"degree"
"31",31,"G Cottrell",3,"degree"
"32",32,"D Rahnev",2,"degree"
"33",33,"E Palmer",2,"degree"
"34",34,"P Zhang",15,"degree"
"35",35,"Y Zhao",3,"degree"
"36",36,"B Dosher",4,"degree"
"37",37,"Z Lu",8,"degree"
"38",38,"S Holloway",2,"degree"
"39",39,"J Náñez",2,"degree"
"40",40,"M McBeath",4,"degree"
"41",41,"P Scotti",3,"degree"
"42",42,"J Golomb",7,"degree"
"43",43,"O Cha",3,"degree"
"44",44,"R Blake",6,"degree"
"45",45,"I Gauthier",2,"degree"
"46",46,"S Ling",4,"degree"
"47",47,"A Lee",7,"degree"
"48",48,"A Nestor",3,"degree"
"49",49,"M Arguin",3,"degree"
"50",50,"T Ghose",2,"degree"
"51",51,"J Brooks",2,"degree"
"52",52,"M Peterson",4,"degree"
"53",53,"J Fooken",1,"degree"
"54",54,"M Spering",1,"degree"
"55",55,"M Pratte",2,"degree"
"56",56,"G Aguirre",6,"degree"
"57",57,"R Datta",2,"degree"
"58",58,"M Chen",2,"degree"
"59",59,"Y He",2,"degree"
"60",60,"S Sun",4,"degree"
"61",61,"A Caspi",2,"degree"
"62",62,"A Barbot",2,"degree"
"63",63,"J Abrams",2,"degree"
"64",64,"M Carrasco",7,"degree"
"65",65,"W Zuiderbaan",2,"degree"
"66",66,"S Dumoulin",4,"degree"
"67",67,"P König",2,"degree"
"68",68,"D Arnold",3,"degree"
"69",69,"M Goodale",3,"degree"
"70",70,"C Moore",4,"degree"
"71",71,"S He",17,"degree"
"72",72,"J Mordkoff",4,"degree"
"73",73,"A Collegio",3,"degree"
"74",74,"J Nah",4,"degree"
"75",75,"S Shomstein",6,"degree"
"76",76,"J Lee",11,"degree"
"77",77,"S Chong",8,"degree"
"78",78,"R VanRullen",5,"degree"
"79",79,"W Warren",3,"degree"
"80",80,"N Gaspelin",3,"degree"
"81",81,"S Luck",4,"degree"
"82",82,"M Ward",1,"degree"
"83",83,"A Ghuman",1,"degree"
"84",84,"N Xiao",2,"degree"
"85",85,"W Chen",1,"degree"
"86",86,"O Cheung",3,"degree"
"87",87,"Y Morgenstern",3,"degree"
"88",88,"F Schmidt",4,"degree"
"89",89,"R Fleming",13,"degree"
"90",90,"R Reeder",2,"degree"
"91",91,"K Ramakrishnan",2,"degree"
"92",92,"Y Mohsenzadeh",8,"degree"
"93",93,"A Oliva",10,"degree"
"94",94,"J Brascamp",3,"degree"
"95",95,"M Cox",4,"degree"
"96",96,"A Maier",3,"degree"
"97",97,"S Chung",3,"degree"
"98",98,"M Lev",3,"degree"
"99",99,"J Ding",4,"degree"
"100",100,"U Polat",3,"degree"
"101",101,"D Levi",12,"degree"
"102",102,"Y Yeshurun",4,"degree"
"103",103,"S Tkacz-Domb",2,"degree"
"104",104,"D Wu",7,"degree"
"105",105,"S Shimojo",7,"degree"
"106",106,"K Mullen",4,"degree"
"107",107,"D Sutterer",3,"degree"
"108",108,"A Coia",3,"degree"
"109",109,"S Shevell",5,"degree"
"110",110,"E Awh",9,"degree"
"111",111,"P Cisarik",2,"degree"
"112",112,"M Shehata",6,"degree"
"113",113,"J Wolfe",12,"degree"
"114",114,"T Brady",6,"degree"
"115",115,"C Paffen",5,"degree"
"116",116,"M Naber",2,"degree"
"117",117,"S Stigchel",4,"degree"
"118",118,"M Rolfs",4,"degree"
"119",119,"E Ester",6,"degree"
"120",120,"N Benson",8,"degree"
"121",121,"I Fine",5,"degree"
"122",122,"A Rokem",2,"degree"
"123",123,"K Meier",2,"degree"
"124",124,"G Boynton",6,"degree"
"125",125,"N Gronau",2,"degree"
"126",126,"M Schurgin",1,"degree"
"127",127,"Z Chen",3,"degree"
"128",128,"J Chen",7,"degree"
"129",129,"M Rucci",7,"degree"
"130",130,"A Khan",1,"degree"
"131",131,"L Pisella",1,"degree"
"132",132,"A Das",1,"degree"
"133",133,"W Geisler",7,"degree"
"134",134,"E Seemiller",1,"degree"
"135",135,"R Rademaker",1,"degree"
"136",136,"J Serences",6,"degree"
"137",137,"X Liu",2,"degree"
"138",138,"J Tanaka",3,"degree"
"139",139,"A Young",2,"degree"
