"","id","label","measure","CM"
"1",1,"L Li",5,"degree"
"2",2,"D Niehorster",3,"degree"
"3",3,"W Warren",9,"degree"
"4",4,"M Lappe",3,"degree"
"5",5,"M Ernst",4,"degree"
"6",6,"J Matthis",2,"degree"
"7",7,"S Barton",2,"degree"
"8",8,"B Fajen",4,"degree"
"9",9,"M Tong",4,"degree"
"10",10,"M Hayhoe",6,"degree"
"11",11,"K Nakayama",5,"degree"
"12",12,"M Pashkam",2,"degree"
"13",13,"P Hsieh",4,"degree"
"14",14,"V Wyart",4,"degree"
"15",15,"C Summerfield",4,"degree"
"16",16,"H Supèr",1,"degree"
"17",17,"J",7,"degree"
"18",18,"J Zhao",5,"degree"
"19",19,"N Turk-Browne",5,"degree"
"20",20,"Y Luo",1,"degree"
"21",21,"M Conci",1,"degree"
"22",22,"H Müller",1,"degree"
"23",23,"L Liu",3,"degree"
"24",24,"C Pack",3,"degree"
"25",25,"M Morrone",5,"degree"
"26",26,"A Norcia",10,"degree"
"27",27,"R Nijhawan",2,"degree"
"28",28,"W Ma",4,"degree"
"29",29,"H Neumann",3,"degree"
"30",30,"R Allard",1,"degree"
"31",31,"J Faubert",5,"degree"
"32",32,"A White",2,"degree"
"33",33,"M Rolfs",8,"degree"
"34",34,"M Carrasco",18,"degree"
"35",35,"V Störmer",3,"degree"
"36",36,"G Alvarez",14,"degree"
"37",37,"E Ward",1,"degree"
"38",38,"M Chun",2,"degree"
"39",39,"S Andersen",1,"degree"
"40",40,"S Hillyard",6,"degree"
"41",41,"A Clarke",11,"degree"
"42",42,"A Kristjansson",1,"degree"
"43",43,"I Thornton",1,"degree"
"44",44,"G Malcolm",1,"degree"
"45",45,"S Shomstein",5,"degree"
"46",46,"F Yang",1,"degree"
"47",47,"J Flombaum",11,"degree"
"48",48,"K Sobel",2,"degree"
"49",49,"A Puri",6,"degree"
"50",50,"J Norman",4,"degree"
"51",51,"J Cheeseman",4,"degree"
"52",52,"O Adkins",3,"degree"
"53",53,"C Rogers",3,"degree"
