"","id","label","measure","CM"
"1",1,"S Fuller",1,"degree"
"2",2,"M Carrasco",9,"degree"
"3",3,"P Chen",3,"degree"
"4",4,"J Mordkoff",2,"degree"
"5",5,"C Moore",4,"degree"
"6",6,"W Zhang",1,"degree"
"7",7,"S Luck",6,"degree"
"8",8,"E Fine",4,"degree"
"9",9,"E Blaser",3,"degree"
"10",10,"Z Kaldy",3,"degree"
"11",11,"M Pomplun",3,"degree"
"12",12,"L Fournier",3,"degree"
"13",13,"V Navalpakkam",1,"degree"
"14",14,"L Itti",7,"degree"
"15",15,"S Franconeri",2,"degree"
"16",16,"G Alvarez",6,"degree"
"17",17,"J Enns",7,"degree"
"18",18,"K Yokosawa",4,"degree"
"19",19,"J McCarley",3,"degree"
"20",20,"J Mounts",1,"degree"
"21",21,"J Tsotsos",2,"degree"
"22",22,"L Thomas",7,"degree"
"23",23,"M Ambinder",7,"degree"
"24",24,"B Levinthal",7,"degree"
"25",25,"D Irwin",9,"degree"
"26",26,"A Kramer",10,"degree"
"27",27,"A Lleras",10,"degree"
"28",28,"D Simons",9,"degree"
"29",29,"R Wang",7,"degree"
"30",30,"L Jefferies",1,"degree"
"31",31,"V Lollo",3,"degree"
"32",32,"S Tipper",4,"degree"
"33",33,"K Mullen",4,"degree"
"34",34,"D Fitzpatrick",3,"degree"
"35",35,"Y Lin",3,"degree"
"36",36,"C Chen",3,"degree"
"37",37,"K Cardinal",2,"degree"
"38",38,"S Engel",4,"degree"
"39",39,"D Foster",3,"degree"
"40",40,"K Amano",5,"degree"
"41",41,"S Nascimento",2,"degree"
"42",42,"J Liu",4,"degree"
"43",43,"B Wandell",2,"degree"
"44",44,"L Jakobson",1,"degree"
"45",45,"P Pearson",1,"degree"
"46",46,"C Fermuller",2,"degree"
"47",47,"S Tanabe",1,"degree"
"48",48,"I Fujita",1,"degree"
"49",49,"M Pereverzeva",1,"degree"
"50",50,"D Teller",2,"degree"
"51",51,"Y Kim",6,"degree"
"52",52,"M Grabowecky",4,"degree"
"53",53,"K Paller",3,"degree"
"54",54,"S Suzuki",4,"degree"
"55",55,"L Hecht",1,"degree"
"56",56,"S Vecera",6,"degree"
"57",57,"J Nelson",2,"degree"
"58",58,"J Brown",2,"degree"
"59",59,"G Stoner",4,"degree"
"60",60,"J Lu",2,"degree"
"61",61,"L Chang",2,"degree"
"62",62,"M Niemeier",1,"degree"
"63",63,"B Stojanoski",1,"degree"
"64",64,"D Kravitz",1,"degree"
"65",65,"M Behrmann",5,"degree"
"66",66,"A Richard",2,"degree"
