"","id","label","measure","CM"
"1",1,"B Payne",1,"degree"
"2",2,"S Lomber",3,"degree"
"3",3,"J Raymond",1,"degree"
"4",4,"M Fenske",1,"degree"
"5",5,"M Crognale",3,"degree"
"6",6,"F Loula",1,"degree"
"7",7,"M Carrasco",5,"degree"
"8",8,"E Hubbard",1,"degree"
"9",9,"V Ramachandran",1,"degree"
"10",10,"F Hamker",1,"degree"
"11",11,"R VanRullen",4,"degree"
"12",12,"A Giersch",3,"degree"
"13",13,"G Humphreys",4,"degree"
"14",14,"C Olivers",1,"degree"
"15",15,"E Fine",1,"degree"
"16",16,"A Reeves",1,"degree"
"17",17,"J Brown",3,"degree"
"18",18,"B Breitmeyer",2,"degree"
"19",19,"E Awh",2,"degree"
"20",20,"M Matsukura",2,"degree"
"21",21,"J Serences",2,"degree"
"22",22,"A Roe",3,"degree"
"23",23,"H Orbach",2,"degree"
"24",24,"H Ogmen",4,"degree"
"25",25,"R Rajimehr",1,"degree"
"26",26,"S Afraz",1,"degree"
"27",27,"J May",1,"degree"
"28",28,"M Flanagan",1,"degree"
"29",29,"R Rafal",1,"degree"
"30",30,"T Ro",1,"degree"
"31",31,"D Jones",2,"degree"
"32",32,"K Murphy",2,"degree"
"33",33,"T Lewis",3,"degree"
"34",34,"D Ellemberg",3,"degree"
"35",35,"D Maurer",3,"degree"
"36",36,"B Lee",3,"degree"
"37",37,"D Wu",1,"degree"
"38",38,"S Shimojo",13,"degree"
"39",39,"S Shioiri",2,"degree"
"40",40,"H Yaguchi",2,"degree"
"41",41,"C Cantor",1,"degree"
"42",42,"C Schor",4,"degree"
"43",43,"R Cai",1,"degree"
"44",44,"P Cavanagh",5,"degree"
"45",45,"B Tjan",2,"degree"
"46",46,"S Chung",10,"degree"
"47",47,"G Legge",8,"degree"
"48",48,"T Lawton",2,"degree"
"49",49,"S Crewther",2,"degree"
"50",50,"R Laycock",2,"degree"
"51",51,"D Crewther",2,"degree"
"52",52,"G DeAngelis",2,"degree"
"53",53,"J Perrone",1,"degree"
"54",54,"R Krauzlis",2,"degree"
"55",55,"J Duijnhouwer",1,"degree"
"56",56,"R Wezel",1,"degree"
"57",57,"Q Vuong",4,"degree"
"58",58,"M Tarr",7,"degree"
"59",59,"J Davidoff",2,"degree"
"60",60,"T James",3,"degree"
"61",61,"G Humphrey",6,"degree"
"62",62,"R Menon",5,"degree"
"63",63,"M Goodale",9,"degree"
"64",64,"K James",2,"degree"
"65",65,"A Cate",1,"degree"
"66",66,"M Behrmann",3,"degree"
"67",67,"A Chaudhuri",2,"degree"
"68",68,"A Yonas",3,"degree"
"69",69,"H Bruggeman",1,"degree"
"70",70,"J Philbeck",2,"degree"
"71",71,"O Braddick",2,"degree"
