"","id","label","measure","CM"
"1",1,"M Berryhill",1,"degree"
"2",2,"H Hughes",1,"degree"
"3",3,"D Braun",2,"degree"
"4",4,"N Mennie",6,"degree"
"5",5,"K Gegenfurtner",7,"degree"
"6",6,"S Lomber",3,"degree"
"7",7,"A Montagnini",2,"degree"
"8",8,"M Spering",3,"degree"
"9",9,"G Masson",2,"degree"
"10",10,"K Matsumiya",1,"degree"
"11",11,"S Shioiri",1,"degree"
"12",12,"R Russell",3,"degree"
"13",13,"P Sinha",4,"degree"
"14",14,"I Bülthoff",1,"degree"
"15",15,"F Newell",1,"degree"
"16",16,"A O'Toole",4,"degree"
"17",17,"P Phillips",3,"degree"
"18",18,"F Jiang",4,"degree"
"19",19,"H Abdi",3,"degree"
"20",20,"E Nakato",2,"degree"
"21",21,"S Kanazawa",7,"degree"
"22",22,"M Yamaguchi",7,"degree"
"23",23,"Y Osada",3,"degree"
"24",24,"Y Tani",3,"degree"
"25",25,"T Sato",5,"degree"
"26",26,"I Hooge",1,"degree"
"27",27,"F Verstraten",5,"degree"
"28",28,"D Sheinberg",8,"degree"
"29",29,"F Poirier",2,"degree"
"30",30,"H Wilson",7,"degree"
"31",31,"E Spelke",3,"degree"
"32",32,"G Kennedy",2,"degree"
"33",33,"H Orbach",2,"degree"
"34",34,"G Loffler",3,"degree"
"35",35,"J Feldman",1,"degree"
"36",36,"M Singh",4,"degree"
"37",37,"L Lin",1,"degree"
"38",38,"G Sperling",6,"degree"
"39",39,"A Hollingworth",4,"degree"
"40",40,"T Ganel",5,"degree"
"41",41,"C Gonzalez",5,"degree"
"42",42,"K Valyear",6,"degree"
"43",43,"J Culham",10,"degree"
"44",44,"M Goodale",17,"degree"
"45",45,"R Sussman",2,"degree"
"46",46,"Y Jiang",8,"degree"
"47",47,"J Johnson",1,"degree"
"48",48,"J Spencer",1,"degree"
"49",49,"P Pearson",2,"degree"
"50",50,"L Jakobson",2,"degree"
"51",51,"J Todd",10,"degree"
"52",52,"S Harrison",2,"degree"
"53",53,"R Marois",3,"degree"
"54",54,"A McCollough",1,"degree"
"55",55,"E Vogel",4,"degree"
"56",56,"B Wyble",1,"degree"
"57",57,"H Bowman",1,"degree"
"58",58,"Y Shen",2,"degree"
"59",59,"T Makovski",2,"degree"
"60",60,"T Carlson",3,"degree"
"61",61,"G Alvarez",6,"degree"
"62",62,"E Blaser",5,"degree"
"63",63,"I Olson",3,"degree"
"64",64,"H Lee",1,"degree"
"65",65,"S Vecera",8,"degree"
"66",66,"J Ahn",2,"degree"
"67",67,"S Jeong",2,"degree"
"68",68,"M Kim",11,"degree"
"69",69,"B Angelone",4,"degree"
"70",70,"M Beck",5,"degree"
"71",71,"Y Bonneh",2,"degree"
"72",72,"U Polat",8,"degree"
"73",73,"M Tsodyks",2,"degree"
"74",74,"O Carter",1,"degree"
"75",75,"G Wallis",3,"degree"
"76",76,"S Chong",2,"degree"
"77",77,"R Blake",8,"degree"
"78",78,"M Meng",2,"degree"
"79",79,"F Tong",3,"degree"
"80",80,"M Kang",3,"degree"
"81",81,"J Kim",4,"degree"
"82",82,"A Buckthought",2,"degree"
"83",83,"E Kimura",2,"degree"
"84",84,"S Abe",2,"degree"
"85",85,"K Goryo",2,"degree"
"86",86,"T Knapen",3,"degree"
"87",87,"C Paffen",6,"degree"
"88",88,"R Kanai",6,"degree"
"89",89,"R Ee",8,"degree"
"90",90,"P Sterzer",1,"degree"
"91",91,"G Rees",6,"degree"
"92",92,"R Wezel",1,"degree"
"93",93,"S Mitroff",2,"degree"
"94",94,"C Kallie",1,"degree"
"95",95,"P Schrater",1,"degree"
"96",96,"K Mullen",4,"degree"
"97",97,"D Simons",4,"degree"
"98",98,"M Ambinder",4,"degree"
"99",99,"X Wan",4,"degree"
"100",100,"E Caddigan",3,"degree"
"101",101,"C Moore",3,"degree"
"102",102,"C Chubb",7,"degree"
"103",103,"N Grzywacz",3,"degree"
"104",104,"B Anderson",4,"degree"
"105",105,"M Harrison",4,"degree"
"106",106,"X Chen",7,"degree"
"107",107,"Z Zhou",4,"degree"
"108",108,"M Bernard",4,"degree"
"109",109,"A Bonds",4,"degree"
"110",110,"V Casagrande",4,"degree"
"111",111,"K Amano",6,"degree"
"112",112,"D Arnold",3,"degree"
"113",113,"A Johnston",5,"degree"
"114",114,"T Takeda",4,"degree"
"115",115,"J Ferwerda",2,"degree"
"116",116,"H Strasburger",2,"degree"
"117",117,"W Gerbino",4,"degree"
"118",118,"L McLin",2,"degree"
"119",119,"M McBeath",3,"degree"
"120",120,"T Sugar",1,"degree"
"121",121,"T Freeman",2,"degree"
"122",122,"B Sheliga",2,"degree"
"123",123,"E FitzGibbon",2,"degree"
"124",124,"F Miles",2,"degree"
"125",125,"B Krekelberg",2,"degree"
"126",126,"F Bremmer",4,"degree"
"127",127,"M Morrone",2,"degree"
"128",128,"D Burr",2,"degree"
"129",129,"A Harris",1,"degree"
"130",130,"K Nakayama",6,"degree"
"131",131,"J Tanaka",7,"degree"
"132",132,"J Sadr",3,"degree"
"133",133,"M Fabre-Thorpe",2,"degree"
"134",134,"G Rousselet",4,"degree"
"135",135,"S Thorpe",4,"degree"
"136",136,"J Haxby",1,"degree"
"137",137,"M Gobbini",1,"degree"
"138",138,"C Thomas",2,"degree"
"139",139,"G Avidan",2,"degree"
"140",140,"M Behrmann",5,"degree"
"141",141,"J Fulvio",2,"degree"
"142",142,"L Maloney",7,"degree"
"143",143,"L Sharan",2,"degree"
"144",144,"Y Li",6,"degree"
"145",145,"E Adelson",3,"degree"
"146",146,"W Freeman",2,"degree"
"147",147,"W Geisler",4,"degree"
"148",148,"M Rucci",2,"degree"
"149",149,"F Hamker",2,"degree"
"150",150,"M Zirnsak",2,"degree"
"151",151,"M Lappe",2,"degree"
"152",152,"P Bennett",6,"degree"
"153",153,"C Taylor",2,"degree"
"154",154,"A Sekuler",7,"degree"
"155",155,"D Whitney",4,"degree"
"156",156,"D Bressler",1,"degree"
"157",157,"M Snodderly",1,"degree"
"158",158,"M Gur",1,"degree"
"159",159,"T Pasternak",2,"degree"
"160",160,"B Lee",1,"degree"
"161",161,"R Andersen",1,"degree"
"162",162,"J Lorenceau",1,"degree"
"163",163,"C Tallon-Baudry",3,"degree"
"164",164,"A Smith",1,"degree"
"165",165,"H Ashida",2,"degree"
"166",166,"B Thompson",1,"degree"
"167",167,"Z Liu",4,"degree"
"168",168,"C Abbey",4,"degree"
"169",169,"M Eckstein",6,"degree"
"170",170,"J Elder",1,"degree"
"171",171,"Y Morgenstern",1,"degree"
"172",172,"I Oruc",1,"degree"
"173",173,"M Landy",3,"degree"
"174",174,"S Klein",7,"degree"
"175",175,"C Tyler",3,"degree"
"176",176,"A Stockman",2,"degree"
"177",177,"T Albright",7,"degree"
"178",178,"H Ogmen",4,"degree"
"179",179,"B Breitmeyer",2,"degree"
"180",180,"J Cass",1,"degree"
"181",181,"D Alais",4,"degree"
"182",182,"I Motoyoshi",2,"degree"
"183",183,"K Kim",2,"degree"
"184",184,"B Won",2,"degree"
"185",185,"S Han",1,"degree"
"186",186,"H Kim",1,"degree"
"187",187,"M Chun",12,"degree"
"188",188,"S Yeh",3,"degree"
"189",189,"K Sobel",2,"degree"
"190",190,"J Golomb",1,"degree"
"191",191,"J Marotta",2,"degree"
"192",192,"S Thompson-Schill",2,"degree"
"193",193,"D Varakin",4,"degree"
"194",194,"D Levin",4,"degree"
"195",195,"J Cohen",2,"degree"
"196",196,"H Bruggeman",2,"degree"
"197",197,"W Warren",7,"degree"
"198",198,"R Gilmore",2,"degree"
"199",199,"G Diaz",1,"degree"
"200",200,"B Fajen",3,"degree"
"201",201,"A Kalia",2,"degree"
"202",202,"G Legge",6,"degree"
"203",203,"N Giudice",3,"degree"
"204",204,"R Woods",1,"degree"
"205",205,"E Peli",2,"degree"
"206",206,"H Zhong",2,"degree"
"207",207,"J Owens",1,"degree"
"208",208,"H Zhao",2,"degree"
"209",209,"J Campos",2,"degree"
"210",210,"H Sun",6,"degree"
"211",211,"J Philbeck",2,"degree"
"212",212,"M Kitazaki",2,"degree"
"213",213,"S Lee",1,"degree"
"214",214,"A Seitz",10,"degree"
"215",215,"L Shams",4,"degree"
"216",216,"Z Hussain",2,"degree"
"217",217,"M Peterson",9,"degree"
"218",218,"W Chu",2,"degree"
"219",219,"Z Lu",6,"degree"
"220",220,"B Dosher",6,"degree"
"221",221,"B Pham",4,"degree"
"222",222,"Y Zhang",4,"degree"
"223",223,"N Matthews",2,"degree"
"224",224,"J Náñez",4,"degree"
"225",225,"S Holloway",4,"degree"
"226",226,"T Watanabe",10,"degree"
"227",227,"M Grünau",4,"degree"
"228",228,"S Engel",4,"degree"
"229",229,"Y Tsushima",4,"degree"
"230",230,"P Jeter",2,"degree"
"231",231,"H Lu",5,"degree"
"232",232,"X Huang",3,"degree"
"233",233,"Y Zhou",3,"degree"
"234",234,"S Mednick",3,"degree"
"235",235,"J Serences",5,"degree"
"236",236,"G Boynton",5,"degree"
"237",237,"E Awh",5,"degree"
"238",238,"S Nishina",3,"degree"
"239",239,"M Kawato",3,"degree"
"240",240,"A Petrov",2,"degree"
"241",241,"R Li",7,"degree"
"242",242,"J Nguyen",2,"degree"
"243",243,"D Levi",5,"degree"
"244",244,"B Backus",4,"degree"
"245",245,"E Davis",2,"degree"
"246",246,"P Mamassian",4,"degree"
"247",247,"A Beer",1,"degree"
"248",248,"T James",2,"degree"
"249",249,"J Loomis",3,"degree"
"250",250,"M Ernst",2,"degree"
"251",251,"B Wu",1,"degree"
"252",252,"R Klatzky",1,"degree"
"253",253,"R Dyde",4,"degree"
"254",254,"M Jenkin",4,"degree"
"255",255,"H Jenkin",4,"degree"
"256",256,"J Zacher",4,"degree"
"257",257,"L Harris",4,"degree"
"258",258,"B Stein",2,"degree"
"259",259,"E Brannon",3,"degree"
"260",260,"M Taylor",2,"degree"
"261",261,"P MacNeilage",2,"degree"
"262",262,"C Levitan",2,"degree"
"263",263,"M Banks",8,"degree"
"264",264,"M Georgeson",3,"degree"
"265",265,"S Jeon",2,"degree"
"266",266,"L Olzak",3,"degree"
"267",267,"F Wichmann",3,"degree"
"268",268,"G Henning",1,"degree"
"269",269,"S Sally",1,"degree"
"270",270,"R Gurnsey",4,"degree"
"271",271,"I Legault",2,"degree"
"272",272,"R Allard",2,"degree"
"273",273,"J Faubert",4,"degree"
"274",274,"D Pelli",2,"degree"
"275",275,"M Kramer",1,"degree"
"276",276,"T Meese",3,"degree"
"277",277,"J Solomon",3,"degree"
"278",278,"M Morgan",3,"degree"
"279",279,"S McKee",4,"degree"
"280",280,"A Wade",5,"degree"
"281",281,"Y Petrov",4,"degree"
"282",282,"A Norcia",5,"degree"
"283",283,"M Conte",2,"degree"
"284",284,"J Victor",4,"degree"
"285",285,"K Maruya",4,"degree"
