"","id","label","measure","CM"
"1",1,"G Yovel",2,"degree"
"2",2,"R Starrfelt",5,"degree"
"3",3,"E Noyes",7,"degree"
"4",4,"C Parde",6,"degree"
"5",5,"M Hill",6,"degree"
"6",6,"C Castillo",6,"degree"
"7",7,"J Chen",18,"degree"
"8",8,"R Jenkins",6,"degree"
"9",9,"A O'Toole",11,"degree"
"10",10,"C Hahn",2,"degree"
"11",11,"C Blais",10,"degree"
"12",12,"M Plouffe-Demers",2,"degree"
"13",13,"D Fiset",7,"degree"
"14",14,"J Taubert",5,"degree"
"15",15,"N Liu",2,"degree"
"16",16,"L Ungerleider",9,"degree"
"17",17,"V Chicherov",1,"degree"
"18",18,"M Herzog",9,"degree"
"19",19,"J Arizpe",1,"degree"
"20",20,"A Chan",6,"degree"
"21",21,"S Corrow",5,"degree"
"22",22,"J Barton",7,"degree"
"23",23,"C Bohil",8,"degree"
"24",24,"G Shyi",5,"degree"
"25",25,"T Huang",1,"degree"
"26",26,"S Huang",2,"degree"
"27",27,"B Chen",3,"degree"
"28",28,"R Cook",5,"degree"
"29",29,"W Chen",1,"degree"
"30",30,"O Cheung",2,"degree"
"31",31,"S Chong",4,"degree"
"32",32,"Y Yamada",2,"degree"
"33",33,"K Gray",1,"degree"
"34",34,"G Dugas",7,"degree"
"35",35,"N Donnelly",3,"degree"
"36",36,"N Mestry",1,"degree"
"37",37,"J Suchow",1,"degree"
"38",38,"J Haberman",3,"degree"
"39",39,"B Balas",5,"degree"
"40",40,"J Bartlett",2,"degree"
"41",41,"E Meschke",3,"degree"
"42",42,"C Hacker",2,"degree"
"43",43,"I Biederman",3,"degree"
"44",44,"A Johnston",4,"degree"
"45",45,"R Itier",2,"degree"
"46",46,"M Harrison",2,"degree"
"47",47,"Z Zhou",2,"degree"
"48",48,"L Strother",5,"degree"
"49",49,"S Arun",3,"degree"
"50",50,"F Hou",4,"degree"
"51",51,"L Lesmes",4,"degree"
"52",52,"D Yu",7,"degree"
"53",53,"Z Lin",4,"degree"
"54",54,"P Bex",9,"degree"
"55",55,"M Ward",2,"degree"
"56",56,"A Ghuman",2,"degree"
"57",57,"M Arguin",2,"degree"
"58",58,"C Baker",15,"degree"
"59",59,"A Petersen",4,"degree"
"60",60,"Y Wong",2,"degree"
"61",61,"J Hsiao",5,"degree"
"62",62,"C Yu",8,"degree"
"63",63,"L Cong",2,"degree"
"64",64,"L Liu",3,"degree"
"65",65,"T Kwon",1,"degree"
"66",66,"A Rosenberg",4,"degree"
"67",67,"B Rokers",1,"degree"
"68",68,"J Norman",3,"degree"
"69",69,"O Adkins",1,"degree"
"70",70,"P Hibbard",4,"degree"
"71",71,"R Goutcher",4,"degree"
"72",72,"R Hornsey",3,"degree"
"73",73,"J Philbeck",2,"degree"
"74",74,"D Kravitz",4,"degree"
"75",75,"S Mitroff",8,"degree"
"76",76,"D Hunter",4,"degree"
"77",77,"T Surber",3,"degree"
"78",78,"J Clark",3,"degree"
"79",79,"J Doyon",3,"degree"
"80",80,"A Hajnal",3,"degree"
"81",81,"M Gori",2,"degree"
"82",82,"M McBeath",4,"degree"
"83",83,"S Rushton",2,"degree"
"84",84,"K Singh",1,"degree"
"85",85,"B Hartle",2,"degree"
"86",86,"R Murray",6,"degree"
"87",87,"L Wilcox",5,"degree"
"88",88,"A Kosovicheva",6,"degree"
"89",89,"P Mamassian",12,"degree"
"90",90,"C Ng",1,"degree"
"91",91,"B Farell",1,"degree"
"92",92,"S Ghahghaei",2,"degree"
"93",93,"S McKee",2,"degree"
"94",94,"P Verghese",3,"degree"
"95",95,"S He",10,"degree"
"96",96,"H Shigemasu",1,"degree"
"97",97,"A Welchman",2,"degree"
"98",98,"A Farkas",2,"degree"
"99",99,"T Papathomas",2,"degree"
"100",100,"Z Hussain",2,"degree"
"101",101,"B Webb",2,"degree"
"102",102,"P McGraw",3,"degree"
"103",103,"D Levi",11,"degree"
"104",104,"A Gibaldi",2,"degree"
"105",105,"P Scarfe",4,"degree"
"106",106,"J Burge",3,"degree"
"107",107,"M Peters",10,"degree"
"108",108,"E McDevitt",4,"degree"
"109",109,"S Sheremata",6,"degree"
"110",110,"S Mednick",4,"degree"
"111",111,"M Silver",9,"degree"
"112",112,"Z Wang",3,"degree"
"113",113,"D Kim",3,"degree"
"114",114,"Y Sasaki",8,"degree"
"115",115,"T Watanabe",9,"degree"
"116",116,"N Chen",1,"degree"
"117",117,"B Tjan",1,"degree"
"118",118,"M Johnson",1,"degree"
"119",119,"M Dodd",7,"degree"
"120",120,"S Li",7,"degree"
"121",121,"K Shibata",3,"degree"
"122",122,"D Sheinberg",3,"degree"
"123",123,"S Holloway",2,"degree"
"124",124,"J Náñez",2,"degree"
"125",125,"H Xu",5,"degree"
"126",126,"J Liu",2,"degree"
"127",127,"B Dosher",2,"degree"
"128",128,"Z Lu",3,"degree"
"129",129,"S Thorpe",2,"degree"
"130",130,"J Martin",2,"degree"
"131",131,"J Schmidt",4,"degree"
"132",132,"C Funke",4,"degree"
"133",133,"T Wallis",4,"degree"
"134",134,"A Ecker",4,"degree"
"135",135,"F Wichmann",7,"degree"
"136",136,"M Bethge",5,"degree"
"137",137,"A Bovik",2,"degree"
"138",138,"D Kane",1,"degree"
"139",139,"M Bertalmío",3,"degree"
"140",140,"S Kaneko",2,"degree"
"141",141,"S Anstis",3,"degree"
"142",142,"I Kuriki",2,"degree"
"143",143,"A Kristjansson",2,"degree"
"144",144,"G Campana",3,"degree"
"145",145,"A Chetverikov",3,"degree"
"146",146,"H Sun",5,"degree"
"147",147,"F Kingdom",5,"degree"
"148",148,"J Victor",1,"degree"
"149",149,"M Conte",1,"degree"
"150",150,"I Groen",8,"degree"
"151",151,"M Greene",8,"degree"
"152",152,"C Baldassano",5,"degree"
"153",153,"L Fei-Fei",5,"degree"
"154",154,"D Beck",9,"degree"
"155",155,"C Mullin",2,"degree"
"156",156,"D Pantazis",8,"degree"
"157",157,"A Oliva",10,"degree"
"158",158,"C Robertson",2,"degree"
"159",159,"N Kanwisher",6,"degree"
"160",160,"J Wilder",1,"degree"
"161",161,"D Walther",5,"degree"
"162",162,"E Josephs",1,"degree"
"163",163,"T Konkle",5,"degree"
"164",164,"B Strickland",2,"degree"
"165",165,"L Battelli",2,"degree"
"166",166,"M Greenlee",7,"degree"
"167",167,"S Frank",5,"degree"
"168",168,"L Sun",5,"degree"
"169",169,"P Tse",9,"degree"
"170",170,"A Noyce",7,"degree"
"171",171,"S Tobyne",7,"degree"
"172",172,"S Michalka",7,"degree"
"173",173,"D Osher",7,"degree"
"174",174,"B Shinn-Cunningham",7,"degree"
"175",175,"D Somers",7,"degree"
"176",176,"R VanRullen",5,"degree"
"177",177,"T Ro",1,"degree"
"178",178,"J Fesi",1,"degree"
"179",179,"B Anderson",1,"degree"
"180",180,"S Courtney",2,"degree"
"181",181,"J Lee",2,"degree"
"182",182,"C Manning",3,"degree"
"183",183,"M Tibber",2,"degree"
"184",184,"S Dakin",6,"degree"
