"","id","label","measure","CM"
"1",1,"M Abu-Bakar",1,"degree"
"2",2,"N Chater",5,"degree"
"3",3,"W Ahn",2,"degree"
"4",4,"J Bailenson.",2,"degree"
"5",5,"B Gordon",2,"degree"
"6",6,"B Bara",3,"degree"
"7",7,"M Bucciarelli",3,"degree"
"8",8,"P Johnson-Laird",4,"degree"
"9",9,"V Lombardo",3,"degree"
"10",10,"J Barnden",3,"degree"
"11",11,"S Helmreich",3,"degree"
"12",12,"E Iverson",3,"degree"
"13",13,"G Stein",3,"degree"
"14",14,"J Batali",2,"degree"
"15",15,"B Bell",2,"degree"
"16",16,"S Kedar",2,"degree"
"17",17,"R Bareiss",3,"degree"
"18",18,"K Bielaczyc",2,"degree"
"19",19,"P Pirolli",2,"degree"
"20",20,"A Brown",2,"degree"
"21",21,"A Blackwell",1,"degree"
"22",22,"E Bates",1,"degree"
"23",23,"S Blessing",1,"degree"
"24",24,"B Ross",1,"degree"
"25",25,"N Braisby",2,"degree"
"26",26,"B Franks",2,"degree"
"27",27,"J Hampton",2,"degree"
"28",28,"W Brewer",1,"degree"
"29",29,"C Chinn",3,"degree"
"30",30,"A Brook",2,"degree"
"31",31,"J Bullinaria",2,"degree"
"32",32,"D Buckingham",1,"degree"
"33",33,"T Shultz",1,"degree"
"34",34,"C Burgess",3,"degree"
"35",35,"K Lund",1,"degree"
"36",36,"M Tanenhaus",3,"degree"
"37",37,"M Hoffman",2,"degree"
"38",38,"B Burns",3,"degree"
"39",39,"K Holyoak",5,"degree"
"40",40,"M Burstein",2,"degree"
"41",41,"J Bush",2,"degree"
"42",42,"H Johnson",2,"degree"
"43",43,"C Seifert",2,"degree"
"44",44,"M Byrne",2,"degree"
"45",45,"R Byrne",1,"degree"
"46",46,"A Tasso",1,"degree"
"47",47,"A Cabrera",2,"degree"
"48",48,"P Shillcock",2,"degree"
"49",49,"J Levy",2,"degree"
"50",50,"T Carpenter",1,"degree"
"51",51,"R Alterman",1,"degree"
"52",52,"T Cartwright",1,"degree"
"53",53,"M Brent",1,"degree"
"54",54,"J Cassell",6,"degree"
"55",55,"M Stone",6,"degree"
"56",56,"B Prevost",6,"degree"
"57",57,"B Achorn",6,"degree"
"58",58,"M Steedman",6,"degree"
"59",59,"N Badler",6,"degree"
"60",60,"C Pelachaud",6,"degree"
"61",61,"R Catrambone",2,"degree"
"62",62,"H Chalupsky",1,"degree"
"63",63,"S Shapiro",1,"degree"
"64",64,"P Cheng",2,"degree"
"65",65,"M Chiu",1,"degree"
"66",66,"J Gutwill",1,"degree"
"67",67,"T Clausner",2,"degree"
"68",68,"C Cleary",1,"degree"
"69",69,"J Clement",2,"degree"
"70",70,"A Content",1,"degree"
"71",71,"P Sternon",1,"degree"
"72",72,"A Corbett",3,"degree"
"73",73,"J Anderson",5,"degree"
"74",74,"V Carver",3,"degree"
"75",75,"S Brancolini",3,"degree"
"76",76,"S Coulson",1,"degree"
"77",77,"N Flor",1,"degree"
"78",78,"M Cox",3,"degree"
"79",79,"A Ram",2,"degree"
"80",80,"R Cox",2,"degree"
"81",81,"K Stenning",2,"degree"
"82",82,"J Oberlander",2,"degree"
"83",83,"S Dennis",2,"degree"
"84",84,"S Derry",1,"degree"
"85",85,"K Tookey",1,"degree"
"86",86,"S Doane",3,"degree"
"87",87,"Y Sohn",3,"degree"
"88",88,"D Adams",3,"degree"
"89",89,"D McNamara",3,"degree"
"90",90,"R Elio",1,"degree"
"91",91,"F Pelletier",1,"degree"
"92",92,"R Engle",1,"degree"
"93",93,"J Greeno",1,"degree"
"94",94,"J Collewijn",5,"degree"
"95",95,"E Kowler",5,"degree"
"96",96,"C Erkelens",5,"degree"
"97",97,"M Edwards",5,"degree"
"98",98,"Z Pizlo",5,"degree"
"99",99,"R Steinman",5,"degree"
"100",100,"J Faries",2,"degree"
"101",101,"K Schlossberg",1,"degree"
"102",102,"R Ferguson",4,"degree"
"103",103,"E Ferstl",2,"degree"
"104",104,"E FerstI",2,"degree"
"105",105,"S Finch",1,"degree"
"106",106,"M Fischer",2,"degree"
"107",107,"K Forbus",3,"degree"
"108",108,"D Gentner",4,"degree"
"109",109,"N Forrester",1,"degree"
"110",110,"K Plunkett",1,"degree"
"111",111,"S Fox",1,"degree"
"112",112,"D Leake",3,"degree"
"113",113,"G Francis",1,"degree"
"114",114,"S Grossberg",2,"degree"
"115",115,"R French",2,"degree"
"116",116,"G Gaskell",1,"degree"
"117",117,"W Marslen-Wilson",1,"degree"
"118",118,"M Gattis",1,"degree"
"119",119,"B Bowdle",1,"degree"
"120",120,"E Gibson",1,"degree"
"121",121,"J Loomis",1,"degree"
"122",122,"S Gilbert",1,"degree"
"123",123,"W Richards",1,"degree"
"124",124,"S Gillis",2,"degree"
"125",125,"W Daelemans",2,"degree"
"126",126,"G Durieux",2,"degree"
"127",127,"J Glasgow",2,"degree"
"128",128,"A Gordon",3,"degree"
"129",129,"P Edwards",5,"degree"
"130",130,"D SIeeman",3,"degree"
"131",131,"Y Kodratoff",3,"degree"
"132",132,"A Grunewald",1,"degree"
"133",133,"M Harm",2,"degree"
"134",134,"L Altmann",2,"degree"
"135",135,"M Seidenberg",4,"degree"
"136",136,"P Hastings",1,"degree"
"137",137,"S Lytinen",1,"degree"
"138",138,"C Hewson",3,"degree"
"139",139,"C Vogel",1,"degree"
"140",140,"K Hiraki",2,"degree"
"141",141,"C Hoadley",2,"degree"
"142",142,"M Ranney",2,"degree"
"143",143,"P Schank",2,"degree"
"144",144,"X Huang",2,"degree"
"145",145,"J Hummel",3,"degree"
"146",146,"E Melz",3,"degree"
"147",147,"J Thompson",3,"degree"
"148",148,"M Isaak",1,"degree"
"149",149,"M Just",1,"degree"
"150",150,"L Jimenez",1,"degree"
"151",151,"A Cleeremans",1,"degree"
"152",152,"J Jin",2,"degree"
"153",153,"T Johnson",4,"degree"
"154",154,"J Krems",2,"degree"
"155",155,"N Amra",2,"degree"
"156",156,"J Zhang",3,"degree"
"157",157,"H Wang",2,"degree"
"158",158,"P Barres",1,"degree"
"159",159,"M Kalish",2,"degree"
"160",160,"I Katz",2,"degree"
"161",161,"M Keane",3,"degree"
"162",162,"B Kipper",1,"degree"
"163",163,"A Jameson",1,"degree"
"164",164,"B Kokinov",2,"degree"
"165",165,"J Kolen",2,"degree"
"166",166,"J Kruschke",1,"degree"
"167",167,"M Erickson",1,"degree"
"168",168,"M Kurbat",2,"degree"
"169",169,"E Smith",2,"degree"
"170",170,"D Medin",2,"degree"
"171",171,"S Kwasny",2,"degree"
"172",172,"S Johnson",2,"degree"
"173",173,"B Kalman",2,"degree"
"174",174,"J Lampinen",1,"degree"
"175",175,"E Large",2,"degree"
"176",176,"K Law",2,"degree"
"177",177,"C Lebiere",2,"degree"
"178",178,"L Reder",2,"degree"
"179",179,"W Leow",1,"degree"
"180",180,"R Miikkulainen",3,"degree"
"181",181,"G Libben",1,"degree"
"182",182,"L Sveinson",1,"degree"
"183",183,"R Lindsay",2,"degree"
"184",184,"C Ling",2,"degree"
"185",185,"J Liu",1,"degree"
"186",186,"K Sycara",1,"degree"
"187",187,"K Mahesh",1,"degree"
"188",188,"K Eiselt",3,"degree"
